"","X","T8724","X3720","X7910","F2673","T1820","F8903","F6962","T8546","T2100","F6350","F3892","T2413","F9135","R3221","X8719","R7919","R9150","F2601","R8774","T4070","R3762","T6591","F8011","T5062","R5657","T5282","F0763","X7790","T5177","T4954"
"3443","Q9NYF8_S183",-1.588235294,-0.7254901961,0.3921568627,-0.9803921569,-1.333333333,-1.529411765,-0.9607843137,-0.01960784314,-1.823529412,1.098039216,1,-1.352941176,-0.1176470588,-0.4705882353,1,0.9607843137,-0.137254902,-1.156862745,0.431372549,0.431372549,-0.3137254902,-0.3137254902,-0.9215686275,0.2941176471,0.6470588235,-0.01960784314,0.1764705882,0.6862745098,-0.7254901961,0.3529411765
"3444","P78559_S1172",-1.058823529,0.137254902,1.176470588,0.9215686275,0.2549019608,-0.01960784314,-0.07843137255,-3.666666667,-1.921568627,-0.5098039216,-5,0.2745098039,-0.7843137255,-0.6274509804,-4.843137255,-3.215686275,3.156862745,-1.725490196,0.6666666667,0.6666666667,0.4117647059,0.6470588235,-3.647058824,-5,-5,-5,-4.529411765,-5,0.9215686275,-2.588235294
"3445","O60841_S190",-5,-2.568627451,-5,-5,-5,-2.117647059,-3.078431373,-1.235294118,-5,2.215686275,1.470588235,-2.117647059,-0.862745098,-3.470588235,-0.2745098039,-1.745098039,-5,-2.254901961,-0.2941176471,-3.039215686,-2.529411765,4.137254902,-5,-5,-5,-0.6470588235,-5,-5,-5,-5
"3446","Q8IV04_S440",0.05882352941,-0.4509803922,0.1960784314,-0.6470588235,0.7450980392,0.2352941176,0.6862745098,0.03921568627,-1.490196078,-2.196078431,0.6666666667,-0.3137254902,-0.07843137255,-0.137254902,-2.607843137,0.5294117647,-2.941176471,-0.9803921569,-0.1764705882,-0.5882352941,-1.588235294,2.235294118,0.4509803922,-0.431372549,-1.039215686,-1.196078431,0.137254902,-0.2156862745,0.5882352941,-0.2941176471
"3447","Q96K83_S605",1.490196078,-5,-5,0.05882352941,-5,1.117647059,-5,-5,-5,-5,-2.294117647,-5,-5,1.68627451,-5,-5,-5,-5,-5,-5,-5,4.352941176,-5,-5,-5,-5,-5,-5,-5,-5
"3448","Q96K83_S546",0.01960784314,-3.784313725,-5,-2.411764706,-1.568627451,-2.176470588,-5,1.647058824,-3.137254902,-2.37254902,-0.862745098,-4.37254902,-3.333333333,1.529411765,3.823529412,-4.235294118,-0.2745098039,-2.549019608,-5,-1.098039216,-3.392156863,2.254901961,-3.823529412,-5,-5,-4.490196078,-4.921568627,-4.980392157,-2.823529412,-3.803921569
"3449","Q9H019_S238",0.4117647059,0.2745098039,0.2941176471,0.3137254902,0.8431372549,0.7450980392,0.431372549,0.8823529412,-0.2941176471,0.05882352941,-0.1176470588,0.431372549,-0.6862745098,-0.4509803922,-0.9803921569,-1.607843137,-0.7647058824,-1.215686275,-2.117647059,0.7450980392,0.4901960784,-0.4117647059,0.2745098039,-1.607843137,-0.6470588235,-0.5098039216,0.03921568627,-0.01960784314,-0.3725490196,0.3137254902
"3450","Q5SW79_S359",1.019607843,-1.529411765,0.03921568627,-0.05882352941,-5,0.6470588235,-5,-5,1.196078431,-5,-0.6862745098,0.4117647059,-0.3333333333,0.5490196078,-5,-5,-1.31372549,-5,-2.607843137,-4.254901961,-1.509803922,3.666666667,0.5294117647,-4.705882353,-5,-0.01960784314,-2.156862745,-3.431372549,0.1176470588,-3.137254902
"3451","Q92945_S274",-1.862745098,0.4901960784,-0.1764705882,-0.6470588235,-0.7647058824,-1.568627451,0.05882352941,0.1764705882,-1.901960784,0.8039215686,1.68627451,-3.039215686,0.9411764706,-2.764705882,-0.1764705882,0.01960784314,-0.2156862745,-5,0.5882352941,0.1568627451,0.7843137255,-0.6470588235,-0.2156862745,-1.529411765,0.431372549,-0.1960784314,0.6078431373,-0.2549019608,-0.137254902,0.862745098
"3452","P42331_S362",-3.137254902,-0.3137254902,0.137254902,1.411764706,-0.7058823529,-1.490196078,-2.68627451,-1.666666667,-2.019607843,-0.03921568627,0.9411764706,-5,-3.960784314,0.1764705882,-1.333333333,-5,-5,-4.568627451,-3.529411765,-3.196078431,-5,4.117647059,0.2745098039,-5,-5,-4.137254902,-4.274509804,-5,-2.137254902,-4.803921569
"3453","Q9H972_S224",1.215686275,-1.705882353,0.9019607843,-2.392156863,-3.019607843,-5,0.6666666667,-0.9019607843,-1.941176471,-4.058823529,-3.470588235,1.078431373,-2.411764706,-5,0.2745098039,-2.019607843,-2.37254902,-4,-3.294117647,-5,0,4.019607843,-1.980392157,-3.568627451,-5,-2.882352941,-3.039215686,-3.705882353,-0.9803921569,-2.450980392
"3454","Q96KQ7_S40",-3.078431373,-0.1764705882,-0.137254902,-1.529411765,-0.5490196078,-1.764705882,-1.960784314,0.09803921569,-5,1.019607843,1.980392157,-1.764705882,0.568627451,-0.3137254902,-0.3333333333,0.1176470588,0.137254902,-5,0.137254902,-1.392156863,0.9215686275,1.411764706,-0.2745098039,0.3921568627,-0.09803921569,-1.117647059,0.6078431373,0.1568627451,-0.7254901961,0.03921568627
"3455","Q13263_S473",-0.05882352941,1.137254902,0.6666666667,-1.039215686,-0.4705882353,-1.215686275,-1.784313725,-0.09803921569,-1.392156863,-0.1764705882,0.4509803922,-1.37254902,-0.1764705882,-2.078431373,-1.862745098,-0.03921568627,1.176470588,-1.921568627,2.588235294,0.8823529412,0.05882352941,-0.431372549,-0.2549019608,-0.9411764706,-0.7843137255,-1.156862745,-1.37254902,-1.803921569,0.05882352941,-0.4901960784
"3456","Q6NZY4_S598",0.5882352941,-1.823529412,0.3333333333,-0.6470588235,-4.156862745,-0.1568627451,-1.196078431,-0.03921568627,0.7450980392,-1.31372549,0.3921568627,0.568627451,-5,1.196078431,-3.607843137,-1.568627451,-3.568627451,-0.2549019608,-0.7843137255,0.4705882353,-5,3.078431373,-1.058823529,0.7450980392,-1.607843137,-4.078431373,-0.137254902,-0.7647058824,-0.3137254902,-2.431372549
"3457","O94776_S435",-5,0.5098039216,-1.509803922,-5,0.862745098,-5,-5,1.490196078,0.2549019608,0.8431372549,-3.274509804,-5,0.3333333333,-5,2.68627451,1.058823529,0.8039215686,-5,-5,0.1176470588,-5,1.078431373,0.6666666667,-5,-0.4117647059,-5,-5,1.196078431,0.1176470588,-5
"3458","P08670_S72",-1.843137255,1.156862745,-0.5098039216,0.7647058824,1.62745098,-1.058823529,-0.9411764706,-0.3921568627,-0.3137254902,-1.607843137,-1.509803922,-0.8235294118,-0.8039215686,0.01960784314,-0.05882352941,0.07843137255,-3,-0.4901960784,0.431372549,-1.235294118,0.568627451,-2.921568627,-0.9411764706,-0.6862745098,0.2941176471,-0.2156862745,0.7647058824,0,1.764705882,0.07843137255
"3459","Q13435_S309",-2.568627451,-5,-4.137254902,0.7647058824,-5,0.4705882353,-3.37254902,-1.431372549,1.490196078,-5,-4.588235294,0.3333333333,-0.09803921569,0.7843137255,-5,-5,-5,-5,-4.823529412,-5,-5,4.176470588,-5,-3.882352941,-3.980392157,0.03921568627,-4.921568627,-5,-3.647058824,-5
"3460","Q96EV2_S41",-0.5882352941,-5,-4.196078431,-5,-5,-2.509803922,-1.901960784,-0.4705882353,0.431372549,-5,-5,2.392156863,-1.62745098,1.37254902,-5,-5,-5,-5,-5,1.666666667,-5,3.921568627,-5,-5,-5,-5,-5,-4.490196078,-3.725490196,-5
"3461","Q8N5S9_S458",-2.37254902,-0.03921568627,-0.9215686275,0.3137254902,0.7254901961,-5,-2.745098039,1.450980392,-0.3529411765,2.117647059,-3.882352941,-1.019607843,-5,-5,-5,-5,-5,-4.549019608,-0.4117647059,-0.7058823529,0.1960784314,3.470588235,-2.274509804,-5,0.9803921569,-5,-0.5882352941,-5,-1.62745098,-4.31372549
"3462","Q96AT1_S50",-1.529411765,-2.647058824,-2.117647059,-0.3333333333,-5,0.8431372549,-5,-4.294117647,0.7450980392,-5,-1.568627451,1.37254902,0.568627451,0.137254902,-5,-5,-5,-1.588235294,-5,-5,-2.705882353,4.117647059,-2.254901961,-1.705882353,-4.745098039,-2.62745098,-1.450980392,-1.803921569,-2.764705882,-5
"3463","O75376_S1472",-0.5294117647,-0.3725490196,0.4509803922,-0.2156862745,-0.8039215686,0.3137254902,0.03921568627,0.6666666667,-0.09803921569,-1.058823529,-0.5882352941,0.3137254902,-0.7843137255,-0.3137254902,0.8431372549,-0.1764705882,-0.1960784314,-0.1960784314,0.2156862745,0.8431372549,-0.2156862745,0,0.09803921569,0.2549019608,-0.2941176471,-0.5294117647,0.03921568627,0.1960784314,-0.1176470588,0.07843137255
"3464","Q96KE9_T268",-3.529411765,-0.7058823529,0.5882352941,-5,1.098039216,-5,1.882352941,-2.37254902,-5,1.117647059,-3.705882353,-5,-3.196078431,-5,1.37254902,-0.4705882353,0.4705882353,-5,0.7058823529,1,2.078431373,1.039215686,-1.392156863,-5,-1.980392157,-5,0.03921568627,-4.039215686,1.529411765,-2.176470588
"3465","Q9NZI8_S181",-5,-5,-5,-5,-2.078431373,-5,-5,-5,-1.333333333,0.7647058824,-5,-5,-5,-5,-2.843137255,2.764705882,-4.921568627,-5,-2.352941176,-5,-5,4.333333333,-5,-5,-5,-5,-5,-2.529411765,-4.882352941,-5
"3466","Q9H307_S100",-5,-5,-5,-5,-5,-1.058823529,-5,-5,1.274509804,-5,-5,-0.5294117647,-2.215686275,2.470588235,-5,-5,-5,-5,-5,-5,-5,4.37254902,-5,-5,-5,-5,-5,-5,-5,-5
"3467","P78527_S2612",-4.68627451,0.01960784314,-1.68627451,-4.156862745,-3.705882353,-4.803921569,-3.392156863,-3.019607843,-5,0.6862745098,0.4901960784,-5,-2.058823529,-4.921568627,3.039215686,0.01960784314,-3.882352941,-5,1.764705882,-2.392156863,-0.01960784314,1.215686275,0.137254902,-1.37254902,1.607843137,-0.568627451,0.2352941176,-0.9607843137,-1.568627451,0.6274509804
"3468","Q8WWM7_S111",0.1764705882,1.274509804,-0.5098039216,-0.6078431373,-1.058823529,0.03921568627,-0.01960784314,-0.03921568627,-0.862745098,-0.137254902,-0.9215686275,-0.568627451,0.1176470588,-1.078431373,-1.215686275,0.862745098,0.2549019608,-0.05882352941,0.01960784314,0.3725490196,-0.2549019608,-0.2549019608,0.1960784314,0.2941176471,0.1176470588,0.9607843137,-0.2352941176,0.6274509804,-0.5882352941,-0.7843137255
"3469","Q9NYF8_S177",-5,-2.294117647,-5,-3.568627451,-2.450980392,-1.117647059,-2.156862745,-4.921568627,2.137254902,-3.392156863,-2.823529412,-0.5882352941,-2.431372549,1.352941176,-0.6274509804,-5,-2.784313725,-3.764705882,-3.352941176,-5,-5,4.254901961,-5,-5,-4.705882353,-2.215686275,-5,-5,-1.549019608,-4.843137255
"3470","Q9UBE0_S185",-0.1568627451,0.07843137255,-0.7843137255,0.09803921569,-0.3333333333,1.058823529,0.1764705882,0.3529411765,1.058823529,-0.568627451,0.6862745098,0.09803921569,0.7647058824,-0.2941176471,-1.078431373,-0.6274509804,-0.1764705882,-1.921568627,-1.450980392,0.1764705882,-0.07843137255,-0.1176470588,0.9215686275,-0.2156862745,-0.9607843137,-1.215686275,0.2549019608,-0.1568627451,0.2352941176,-0.7058823529
"3471","Q9NR82_S831",-0.9411764706,-4.901960784,2.37254902,-2.882352941,1.235294118,-1.352941176,0.6470588235,-5,-5,-1.333333333,-5,-5,-2.333333333,-5,-5,-5,-5,-2.196078431,0.5882352941,-0.6666666667,-5,4.039215686,-2.941176471,-5,-5,-4.960784314,-4.803921569,-5,-5,-5
"3472","P02549_S261",-5,-5,-1.37254902,1.196078431,-5,-5,-5,-5,-4.823529412,-2.980392157,-5,-5,-5,-5,-2.941176471,1.803921569,-5,4.294117647,-5,-5,-5,1.901960784,-3.156862745,-5,-5,-5,-5,-5,-5,-5
"3473","Q9NWH9_S1002",-0.6862745098,1.470588235,-0.3725490196,-0.6666666667,-1.058823529,0.4901960784,-1.431372549,0.03921568627,-0.09803921569,-1.274509804,-1.725490196,0.09803921569,-0.6078431373,-0.431372549,0.7647058824,-1.705882353,-0.6862745098,-1.352941176,0.7254901961,-1.215686275,-1.431372549,-0.8235294118,-1.019607843,-2.549019608,0.3333333333,2.784313725,-1.725490196,-0.7647058824,-1.764705882,0.8235294118
"3474","Q13501_S272",-1.274509804,-5,-0.3333333333,-0.3137254902,-2.803921569,0.9803921569,-1.450980392,-5,-5,1.117647059,-0.5098039216,-3.705882353,0.2156862745,0.1960784314,-4.705882353,1.156862745,-5,1.294117647,-4.235294118,-1.509803922,-1.803921569,3.039215686,1.098039216,0.4117647059,-5,-5,-0.9607843137,-0.6274509804,0.9803921569,-5
"3475","Q13573_S224",-0.2549019608,-1.803921569,-0.2549019608,0.9019607843,-3.019607843,2.078431373,-1.803921569,-1.784313725,1.078431373,-1.098039216,0.862745098,0.7058823529,0.3333333333,1.411764706,0.07843137255,-2.588235294,-0.6078431373,-5,-1.019607843,-2.098039216,-0.2549019608,1.176470588,-2.176470588,-5,-5,2.098039216,-1.156862745,-3.843137255,-0.862745098,-5
"3476","P22059_S193",-1.235294118,-1.431372549,0.01960784314,-0.05882352941,0.2352941176,0.03921568627,0.03921568627,-0.07843137255,-1.392156863,0.8823529412,0.9215686275,-0.6078431373,1.196078431,-0.568627451,-0.5490196078,0.137254902,-1.843137255,-3.392156863,-0.01960784314,0.5882352941,0.03921568627,0.9411764706,-0.9411764706,-0.431372549,0.05882352941,-0.5098039216,0.3529411765,0.1764705882,0.2745098039,0.137254902
"3477","Q13263_S501",1.333333333,1.411764706,0.2352941176,-0.8235294118,1.137254902,-0.862745098,0.09803921569,2.549019608,-1.37254902,-1.019607843,-2.31372549,0.3725490196,0.7647058824,-2.254901961,-5,-5,-2.647058824,-3.960784314,-2.607843137,1.098039216,-2.117647059,2.117647059,-1.549019608,-5,-3.549019608,-3.901960784,-3.68627451,-3.176470588,-1.803921569,0.09803921569
"3478","P51397_S51",0.7450980392,-0.862745098,0.9411764706,0.2156862745,-3.137254902,-0.6078431373,0.9803921569,-1.529411765,0.5098039216,-0.1764705882,-0.9019607843,0.2941176471,0.137254902,0.6078431373,-5,-5,-2.411764706,0.05882352941,-2.117647059,-0.2745098039,-0.6862745098,1.549019608,1.568627451,-0.8039215686,-1.352941176,0,0.2549019608,0.6862745098,-0.6274509804,-0.568627451
"3479","O14497_S696",0.01960784314,0.568627451,0.03921568627,0.09803921569,-1.137254902,-0.137254902,-0.09803921569,0.4117647059,-0.1764705882,-0.137254902,0.1176470588,-0.2549019608,0.2745098039,-0.1960784314,0.6274509804,-0.3333333333,0.6470588235,-0.431372549,0.568627451,-0.3333333333,0.4509803922,-1.254901961,0,-0.5490196078,-0.5882352941,0.07843137255,-0.2941176471,-1.058823529,0.2156862745,0.4509803922
"3480","Q8ND76_S326",0.9607843137,-0.2156862745,0.431372549,-0.3333333333,0.1568627451,-0.3529411765,0.1568627451,-0.2156862745,-1.666666667,-0.09803921569,-0.3529411765,-0.9411764706,-0.4509803922,-1.098039216,0.137254902,0.4117647059,1.37254902,0.568627451,0.6274509804,0.3921568627,-0.3137254902,-1.450980392,-0.6862745098,-0.1176470588,-0.2745098039,-0.6078431373,-0.5098039216,-0.01960784314,-0.6078431373,0.6274509804
"3481","Q14526_S248",-1.843137255,-5,-4.333333333,-5,-2.882352941,-5,-1.68627451,-3.019607843,-5,-5,-5,-5,-0.07843137255,-5,-5,-0.9607843137,3.176470588,-5,-1.470588235,-5,-3.549019608,3.843137255,-5,-1.450980392,-0.568627451,-1.117647059,-2.352941176,-0.9215686275,-0.3725490196,-0.2745098039
"3482","Q8NDX5_T609",0.01960784314,0.9411764706,0.5490196078,-2.803921569,0.2941176471,-1.37254902,-0.5098039216,-0.2745098039,-1.156862745,-0.4705882353,-3.37254902,0.1764705882,-1.764705882,-1.31372549,0.5490196078,0.2941176471,0.9607843137,-0.1764705882,1.843137255,1.137254902,0.01960784314,0.8235294118,-0.1960784314,-1.117647059,-1.176470588,-3.019607843,-2.156862745,-1.882352941,0.6078431373,0.3137254902
"3483","Q8NDX5_S616",0.01960784314,0.9411764706,0.5490196078,-2.803921569,0.2941176471,-1.37254902,-0.5098039216,-0.2745098039,-1.156862745,-0.4705882353,-3.37254902,0.1764705882,-1.764705882,-1.31372549,0.5490196078,0.2941176471,0.9607843137,-0.1764705882,1.843137255,1.137254902,0.01960784314,0.8235294118,-0.1960784314,-1.117647059,-1.176470588,-3.019607843,-2.156862745,-1.882352941,0.6078431373,0.3137254902
"3484","Q56NI9_S75",-5,-5,-5,-5,-5,-5,-5,-5,-5,3.156862745,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4.392156863,-5,-5,-5,-5,-5,-5,-5,-5
"3485","O60264_S66",0.05882352941,-2.411764706,0.5098039216,-1.862745098,-1.37254902,-3.450980392,1.078431373,0,0,0.9803921569,-1.156862745,0.137254902,0.4509803922,1.235294118,-5,-4.941176471,-5,-2.352941176,-5,1.823529412,-0.137254902,2.68627451,-0.9607843137,-1.843137255,-2.549019608,-4.882352941,-0.5490196078,-0.2745098039,-3.31372549,0.4901960784
"3486","Q96P16_S156",1.941176471,-0.9607843137,1.607843137,-3.843137255,0.8235294118,0.431372549,0.3725490196,1.196078431,0.2549019608,0.3333333333,-1.294117647,-5,1.019607843,-0.1568627451,-3.960784314,-5,-2.215686275,-3.058823529,-2.921568627,1.254901961,-2.31372549,1.588235294,-2.568627451,-3.019607843,-2.450980392,-2.078431373,-0.3137254902,0.2156862745,-0.862745098,-0.5098039216
"3487","Q99856_S88",-2.529411765,-4.62745098,-2.68627451,-2.901960784,-5,0.6470588235,-5,-0.1960784314,-5,-3.941176471,1.411764706,0.1568627451,1.68627451,1.31372549,-2.529411765,-5,0.7058823529,-1.490196078,0.1176470588,-1.235294118,-2.058823529,2.764705882,-4.862745098,1.921568627,-1.31372549,-5,-5,-0.9803921569,-5,1.058823529
"3488","O00567_S570",-0.6274509804,1.039215686,-4.294117647,0.5294117647,-3.529411765,0.4117647059,0.4705882353,-2,1,0.1176470588,1.176470588,0.9411764706,0.7058823529,0.568627451,-0.9803921569,-5,-0.4117647059,-0.3921568627,-0.3921568627,-2.392156863,0.5098039216,1.470588235,-5,-0.4901960784,-1.333333333,0.07843137255,0.1764705882,-2.196078431,0.2549019608,-1.019607843
"3489","O00567_S563",0.3333333333,0.431372549,-5,1.156862745,-5,0.3333333333,-0.2352941176,-2.705882353,1.215686275,0.5490196078,1.431372549,1.058823529,0.5490196078,0.6666666667,-2.333333333,-5,-0.09803921569,-1.411764706,-1.431372549,-5,0.5882352941,2.039215686,-5,-1.039215686,-5,-1.882352941,0.862745098,-5,0.137254902,-3.196078431
"3490","O43598_S169",-0.7843137255,0.862745098,0.568627451,0.4117647059,-0.6078431373,-0.1960784314,1.254901961,0.4509803922,0.2941176471,1.31372549,-0.7647058824,0.7254901961,-0.07843137255,-1.352941176,-2.529411765,-0.05882352941,-3.941176471,-1.176470588,-0.6078431373,1,-0.05882352941,0.1568627451,-0.4705882353,-1.509803922,-0.6862745098,-4.411764706,-0.4509803922,-0.4117647059,0.7450980392,-0.03921568627
"3491","P15884_S515",1,-1.137254902,1.254901961,0.2549019608,-3.294117647,0.4509803922,0.1960784314,-5,1.411764706,-0.1176470588,-5,0.8235294118,-2.274509804,0.7058823529,-2.235294118,-5,2.176470588,-4.882352941,-1.333333333,1.058823529,0.6078431373,1.274509804,-5,-5,-5,-5,-5,-5,1.588235294,-5
"3492","Q7L591_S364",1.882352941,-2.745098039,-5,-3.882352941,-2.509803922,-3.333333333,1.137254902,2.137254902,-0.7647058824,-5,-2.450980392,-5,0.5882352941,-5,-5,-5,-5,-5,-4.764705882,-0.01960784314,-3.058823529,3.509803922,0.9215686275,-5,-4.490196078,-5,-1.294117647,0.8431372549,-1.607843137,-5
"3493","Q8NHQ9_S544",-1.666666667,-5,-5,-1,-5,1.176470588,-3,-4.941176471,1.509803922,-5,-0.2941176471,1.490196078,-5,-2.058823529,-5,-5,-5,-5,-5,-5,-5,4.333333333,-5,-5,-5,-5,-5,-5,-5,-5
"3494","Q14814_S121",0.4117647059,0.1960784314,-0.9019607843,0.3725490196,0.5294117647,-0.7058823529,-1.725490196,-3.725490196,-2.725490196,-1.235294118,-2.196078431,-0.3137254902,-2.450980392,-0.9019607843,-1.156862745,-1.450980392,2.431372549,-1.431372549,1.647058824,0.7450980392,-1.509803922,1.078431373,0.6470588235,-0.1176470588,-1.019607843,-1.941176471,-0.1568627451,-0.4509803922,0.6862745098,-0.8039215686
"3495","Q92576_S1133",-0.1960784314,-0.05882352941,-0.5294117647,-0.5882352941,-0.2549019608,0.5882352941,0.01960784314,0.09803921569,0.2156862745,0.8431372549,-0.5490196078,-0.01960784314,-0.2941176471,-0.1960784314,0.3725490196,0.2745098039,0.6274509804,-0.4901960784,-0.7647058824,0.1764705882,0.137254902,0.8039215686,0.2549019608,-0.3333333333,-0.2941176471,-0.6862745098,-0.09803921569,-0.4705882353,-0.2941176471,-0.2549019608
"3496","Q13765_S166",1.235294118,-5,1.647058824,0.01960784314,-5,1.901960784,-0.03921568627,-5,-0.1960784314,-0.4901960784,-1.705882353,1.745098039,1.098039216,0.7450980392,-5,-5,-5,-0.431372549,-5,0.7450980392,-5,2.431372549,-5,-2.294117647,-5,-5,-1.568627451,0.2745098039,-2.490196078,-5
"3497","P49450_S19",-0.7843137255,-0.03921568627,0.03921568627,0.2549019608,-1.470588235,-0.9607843137,-0.2941176471,-0.9607843137,0.03921568627,-0.8039215686,0.03921568627,-0.4901960784,-0.01960784314,-0.3725490196,2.31372549,-0.8235294118,1.294117647,-0.3529411765,-0.3529411765,-0.862745098,-0.4117647059,0.1960784314,-0.05882352941,0.137254902,-0.1176470588,0.3333333333,-0.3725490196,-0.9607843137,-0.2745098039,-0.7647058824
"3498","P29590_S403",-5,-1.019607843,-5,-2.196078431,-0.7058823529,0.07843137255,-2.176470588,0.3529411765,-5,-5,-5,-5,1.352941176,-5,1.941176471,-1.254901961,-0.568627451,-5,-5,-2.607843137,-5,4.039215686,-5,-5,-2.37254902,-1.235294118,-0.8431372549,-5,-5,-0.1568627451
"3499","P33241_T175",-0.2549019608,-1.666666667,-0.137254902,1.666666667,0.6078431373,-2.235294118,1.31372549,-0.4509803922,0.4117647059,-0.8823529412,-5,0.1568627451,-1.352941176,-1.431372549,-2.764705882,-1.235294118,-5,0.5294117647,0.4901960784,1.450980392,-2.333333333,0.5490196078,-2.862745098,0.7254901961,-3.823529412,-5,1.607843137,0.8235294118,0.2549019608,-1.450980392
"3500","P33241_S177",-0.2549019608,-1.666666667,-0.137254902,1.666666667,0.6078431373,-2.235294118,1.31372549,-0.4509803922,0.4117647059,-0.8823529412,-5,0.1568627451,-1.352941176,-1.431372549,-2.764705882,-1.235294118,-5,0.5294117647,0.4901960784,1.450980392,-2.333333333,0.5490196078,-2.862745098,0.7254901961,-3.823529412,-5,1.607843137,0.8235294118,0.2549019608,-1.450980392
"3501","Q6IQ22_S21",0.4901960784,0.2745098039,0.05882352941,-1.823529412,0.7647058824,-5,-0.6862745098,0.9019607843,-5,-1.823529412,0.2941176471,-5,-1.039215686,-2.725490196,-5,0.4705882353,0.9607843137,1.470588235,-0.09803921569,-0.2352941176,-0.137254902,0.9803921569,0.3529411765,-0.6470588235,0.4901960784,0.4117647059,-0.5294117647,-0.6274509804,-0.7058823529,1.215686275
"3502","Q92766_S1653",-0.1764705882,-1.960784314,0.3529411765,0.6470588235,-0.6078431373,1.921568627,1.078431373,1.098039216,-0.07843137255,0.03921568627,-1.058823529,1.588235294,-1.098039216,0.2745098039,-5,-4.62745098,-2.549019608,-5,-2.509803922,0.7843137255,0.7254901961,1.31372549,0.03921568627,-1.843137255,-2.176470588,-1.68627451,-0.7843137255,-0.862745098,-0.7058823529,-1.529411765
"3503","Q96EP0_S466",0.3921568627,0.4705882353,-0.1176470588,0.4117647059,0.3725490196,-0.2745098039,-0.3725490196,-0.568627451,-0.6470588235,0.6470588235,0.3333333333,-0.3725490196,0.05882352941,-0.9215686275,-0.7647058824,-0.6666666667,-0.7843137255,-0.09803921569,0.3529411765,-0.03921568627,0.03921568627,1.392156863,-0.137254902,-1.117647059,-0.9215686275,-0.03921568627,-0.07843137255,0.2745098039,0.137254902,-0.1764705882
"3504","Q99698_S2627",-0.7843137255,-0.2156862745,0.9411764706,0.05882352941,-0.862745098,-0.8431372549,0.4509803922,0.1764705882,0.431372549,0.3529411765,-0.07843137255,-0.9607843137,-1.019607843,-0.7450980392,-1.078431373,0.05882352941,-0.6862745098,0.7843137255,0.1568627451,0.6862745098,-0.6666666667,0.9607843137,-0.3137254902,-0.2941176471,-0.137254902,-1.019607843,0.1176470588,0.3137254902,0.3725490196,-0.03921568627
"3505","Q9NTZ6_S424",0.6470588235,0.3725490196,-1.156862745,-0.6274509804,-3.098039216,-0.568627451,-0.6274509804,-1.470588235,0.431372549,-0.7647058824,-0.3137254902,0.6274509804,0.568627451,0.2156862745,-3.078431373,-3.62745098,-0.8823529412,-3.039215686,-1.450980392,-0.7254901961,-0.5294117647,3.529411765,-0.3333333333,-3.960784314,-1.784313725,-1.176470588,-1.215686275,-1.666666667,-0.7843137255,-1.980392157
"3506","Q9H410_S109",-0.4705882353,0.4509803922,-0.4117647059,-0.6078431373,-0.7843137255,-1.921568627,-1.156862745,-2.215686275,-1.784313725,0.5882352941,0.137254902,-0.8823529412,-1.37254902,-0.5294117647,-0.431372549,-0.09803921569,2.156862745,-0.7450980392,0.431372549,-1.470588235,-0.3137254902,0.9215686275,-0.01960784314,0.4509803922,0.2352941176,-0.4705882353,0.7058823529,0.5490196078,0.6666666667,-1.333333333
"3507","O75385_S638",0,0.6274509804,0.8431372549,0.862745098,0.431372549,0.1176470588,1.137254902,-0.4509803922,-0.2352941176,0.2549019608,-1.039215686,1.352941176,-0.4705882353,-0.3529411765,-5,-1.333333333,-3.843137255,-0.5490196078,-2,-0.2745098039,0.1176470588,0.5490196078,-0.7058823529,-0.3725490196,0.01960784314,0.2156862745,-0.6470588235,-0.03921568627,-1,0.5294117647
"3508","Q02880_S1524",-0.8431372549,-0.8039215686,0.6666666667,-0.2941176471,-5,0.1960784314,-4.37254902,-4.333333333,-0.5294117647,-0.9607843137,1.431372549,0.6666666667,0.6274509804,0.5882352941,-1.215686275,0.3921568627,-0.3333333333,-1.37254902,-0.9215686275,-5,-1.196078431,0.8039215686,-2.862745098,0.2941176471,1.647058824,0.8235294118,0.7647058824,0.6274509804,-4.078431373,0.5098039216
"3509","P09429_S35",-1.352941176,-0.1960784314,-0.5882352941,-3.784313725,-0.6078431373,-1.764705882,-0.4901960784,-0.5882352941,-1.607843137,-0.01960784314,1.450980392,-1.529411765,0.2745098039,-2.058823529,-0.4509803922,1,1.705882353,-4.196078431,-0.6862745098,-0.3333333333,-0.5490196078,1.31372549,-0.5490196078,0.4705882353,-0.2156862745,0.4705882353,1.196078431,0.4509803922,-0.5294117647,-1.039215686
"3510","Q03989_S463",-0.6470588235,-0.3725490196,-0.8823529412,-0.7450980392,-0.4705882353,-0.2352941176,0.8235294118,0.4901960784,-0.137254902,-5,-2.215686275,-0.431372549,-2.117647059,-0.568627451,-0.2156862745,-0.7647058824,-2.745098039,-0.1960784314,-1.450980392,-1.725490196,-0.9803921569,3.823529412,-2.392156863,-1.725490196,-5,-2.058823529,-5,-1.62745098,-0.03921568627,-5
"3511","Q14676_S329",-0.7647058824,-5,-4.058823529,-1.764705882,-5,1.803921569,-5,-5,1.862745098,-5,-1.784313725,3.078431373,-1.960784314,2.470588235,-5,-5,-5,-5,-5,-5,-5,2.68627451,-4.764705882,-3.490196078,-5,-1.490196078,-1.62745098,-5,-5,-5
